发布时间,转发数,评论数,收藏数,点赞数,动态内容
2020-03-01 16:07:05,1,4,1,21,去了一次中庚漫游城的大商场，一个月没去商场了，人数最多只有平时的两成，超市人稍多，现做的商铺基本没开，只有瑞信咖啡和喜茶等少数店铺在营业，人数也比过去少了很多。疫情的影响还是很大的，不过估计湖北外最多再过一个月就可以基本恢复正常了。
2020-03-01 07:15:42,4,13,2,29,$11海航02(SH122071)$ 海航被接管，071更加安全了，还是大而不倒的好，出了问题会接管，你看到过接管一个小企业吗？
2020-02-28 18:54:15,11,64,1,45,$15康美债(SH122354)$ 国盛证券的康美债现在已经到账了，其他券商也快了。
2020-02-28 16:23:48,1,17,1,85,$上证指数(SH000001)$ 月头一个暴跌，月尾一个暴跌，倒蛮对称，不愧是闰二月。
2020-02-28 15:16:47,3,25,7,63,每天上演的内容都不一样，今天是一路下跌毫无反弹。本月结束，跌幅最大的指数是上证50，本月跌了3.80%，涨幅最大的创业板指涨了7.46%，不过中位数跌幅也高达3.78%，基本和上证50一样。呈现了两头跌，中间涨的特点。
2020-02-28 09:06:13,1,13,2,45,买彩票还要花钱，今天两只可转债打新就好比免费的彩票，为什么不打？
2020-02-28 06:13:15,2,18,3,35,$道琼斯指数(.DJI)$&nbsp;美股再次大跌，道指本周4个交易日大跌了11.13%。
2020-02-27 15:17:32,4,31,8,59,市场这个剧本肯定是上帝写的，你永远猜不到。上午跌下来后大家觉得肯定没戏了，偏偏拉起来了，以为创业板会复制前几天的行情了，结果下午一路下滑。3000点高地已经丢失了2天还没收回呢。
2020-02-27 06:43:37,3,23,0,50,狼来了狼来了，昨天创业板科技股大跌，我们不知道这次是不是狼来了，但最终狼总会来的。
2020-02-26 15:31:50,10,45,5,70,46次站上3000点才4天，46次又跌破了3000点，今天的涨跌呈现最近比较罕见的创业板大跌，50微跌的局面，就在大家以为行情会复制昨天的走势的时候，偏偏是猜对了开局没猜对结局。今天中位数跌了0.88%，算是比较少的，但这样一跌，使得今年A股的上涨数量小于了下跌数量。47次进攻3000高地哪天开始？
2020-02-26 10:21:11,7,35,1,57,跷跷板明显，今天难得50在涨创业板在跌，估计50又是一日游行情。
2020-02-26 05:36:10,11,64,1,42,美股继续大跌，A股再受考验
2020-02-25 15:40:16,8,48,2,88,市场抗住了外围的影响，走出了V字，科创板继续新高，整个市场的成交量也创出历史新高，但今天的整个A股中位数下跌了1.52%。有人说今年是小票的天下，其实今年真正的小票还是跌的，等一会我写个详细的帖子来分析这个事情：
2020-02-25 06:59:26,5,37,0,52,$道琼斯指数(.DJI)$ 全球市场受疫情预期影响暴跌，看今天A股是否能力挽狂澜？
2020-02-25 06:59:26,5,37,0,52,$道琼斯指数(.DJI)$ 全球市场受疫情预期影响暴跌，看今天A股是否能力挽狂澜？
2020-02-24 18:05:08,2,25,0,15,美股盘前大跌：
2020-02-24 15:24:24,2,3,2,26,科技概念的板块如通信设备、元器件、半导体等大涨，传统的运输服务、酒店餐饮、旅游等大跌。
2020-02-21 15:22:04,6,46,6,58,今天深证成指创了4年来的新高了。而且经过今天的上涨，A股今年上涨的数量大于了下跌的数据。表现最差的上证50跌了3.10%，和我年初预测正好相反，被狠狠的打脸了：
2020-02-21 14:06:17,5,24,3,76,每次都说这次和过去不一样，最后结果是每次都一样。
2020-02-20 15:32:56,14,23,13,68,大盘终于第46次站上了3000点，历史上在3000点以上的最长是2016年9月30日到2018年6月19日，整整627天，最短的只有1天，而且历史上有13次，平均43天。这次能站多少天，我们拭目以待：
2020-02-20 06:35:25,10,32,2,29,$纳斯达克综合指数(.IXIC)$&nbsp;$标普500指数(.INX)$ 再创历史新高，在每天有人说高估声中连续不断的创出新高。
2020-02-19 15:14:56,13,71,6,53,上证指数在历史上第46冲击3000高地未果，我觉得主要原因还是大家对3000点还是有心里暗示，觉得自己不要站在3000点的高地上被套。今天创业板弱于上证50也是最近比较少见的。其实大家都知道创业板这样的高估值很难长期维持，只要自己在锣鼓声停止之前不要留在自己手里就可以了：
2020-02-19 13:49:25,13,42,7,63,$上证指数(SH000001)$&nbsp;3000点差了一口气，历史上已经是45次站上3000点，45次掉下来了。
2020-02-19 10:24:12,2,17,1,72,$双汇发展(SZ000895)$ 恭喜我的双汇创出历史新高，疫情再厉害，猪肉还是要吃的。
2020-02-18 19:16:29,1,14,1,44,今天又是一个两级分化的日子，半导体领涨，保险、房地产、银行、酿酒、家电等绩优板块领跌
2020-02-17 15:18:20,19,98,6,117,今天所有的板块普涨，除了资金放水，我觉得还有一个很重要的原因就是大部分人都在家里，闲着没事就进市场吧，这波行情估计要到大部分人都去正常上班了才会慢慢回落：
2020-02-17 08:54:55,1,9,1,24,今天博威转债上市，又可以吃到点肉了。不过新的定增政策出台，会不会影响可转债的发行？
2020-02-16 10:43:57,4,28,0,14,叮咚买菜定了的菜两天未到，去超市买，好多冷柜都空了，钱大妈倒是不错，但积满了人，去一次真有点后怕。
2020-02-14 15:24:11,2,2,2,34,今天农林牧渔、房地产、证券、有色等传统板块领涨，文教休闲、广告包装、商业连锁等领跌，虽然各大指数都有不同程度的上涨，但下跌的数量比上涨的还要多。今年其实涨的多的还是一些头部企业，只不过不是传统意义上的白马，跌的多的还是小票：
2020-02-14 05:54:59,2,23,0,54,今天银河转债、东财转2上市，又可以吃到点肉，特别是东财转2这种人手一手的可转债。
2020-02-13 15:21:12,1,9,1,35,13号礼拜四，真的不是一个好日子，只有半导体、有色、房地产等少数板块上涨，绝大部分板块都下跌。宽基指数里创业板跌的最多，今天中位数跌了1.50%，说明小票跌的多，今年A股中位数跌幅高达6.82%，比上涨50的跌幅6.13%都多，今年的行情是两头跌的多，创业板涨的多其实也只有创业板的头部企业涨的多，很多创业板的小票依然不行。不过今天创业板这样跌，说不定明天就满血复活了。
2020-02-13 07:04:38,6,14,27,38,纳指又创历史新高，屡创新高的纳指导致了场内的国泰、广发两只纳指基金高溢价，而场外的国泰、广发的纳指100基金又因为外汇限额被暂停申购，目前还有大成、华安、易方达三只纳指100的基金可以申购，相对来说规模比国泰和广发要小很多，大概正是这个原因，额度没用完，管托费也一样，历史业绩差异也不大。与其去场内买那么高溢价的纳指100基金，还不如申购大成、华安、易方达的不溢价的。
2020-02-13 06:04:37,15,74,2,31,美国三大指数再创历史新高，说好的崩盘呢？
2020-02-12 15:42:34,4,17,1,31,创业板昨天只歇了一天，今天就又满血复活了：
2020-02-11 15:25:42,7,26,6,42,今天家电、酿酒、钢铁、煤炭、银行、房地产、保险等触底反弹，反而是互联网、农林牧渔等前期的强势板块下跌。代表指数上证50涨了1%，而创业板指数跌了0.67%，61.87%的股票下跌，特别是创业板平均跌了3.76%。这一切都和前一段时间完全反过来了。这也说明了市场现在的活跃资金还是捉襟见肘，全面普涨资金不够只能按下葫芦浮起瓢。
2020-02-11 10:24:17,7,25,8,69,白马被压抑太久了，今天发飙了，市场还是缺资金，白马一发飙，创业板萎了。跷跷板现象很明显，今天的涨跌基本上是前期强弱的反一反。谁能猜到？只能守拙
2020-02-11 06:46:58,10,32,0,33,经过昨天晚上的大涨，$微软(MSFT)$ 市值达到1.44万亿，再次创出历史新高，并战胜了 &nbsp; $苹果(AAPL)$ 的1.41万亿，再次登顶。折合人民币超过10万亿。
2020-02-11 06:17:10,1,16,1,69,大家早，26天没新的可转债申购了，今天可以顶格申购恩捷转债、奥瑞转债
2020-02-10 15:19:12,3,16,3,43,今天好久没表现的农林牧渔领涨，前期表现靓丽的医药、半导体等领跌，上证指数已经五连阳了，但银行等大蓝筹就像童养媳那样还是不受待见，估计要所有的板块都轮一遍后才会轮到。
2020-02-08 17:47:42,11,109,2,101,口罩成为最稀缺的物质了，上海凭房产证一户只能买5只，而且还要去居委会登记。今天收到朋友快递来的11只口罩，真是雪中送炭，抵得上2本房产证。
2020-02-08 17:23:06,1,1,1,10,我是 @持有封基，我刚刚盘点了这个春节我的#最佳拍档# ，欢迎点击网页链接，分享你的春节最佳拍档。          除了亲朋好友，陪我度过这个春节的还有它们： 大屏幕电视机 中屏幕电脑 小屏幕手机     然而，回想起来它们带给我的快乐，远不如与 @望京博格，@青春的泥沼，@银行螺丝钉 交流带来的满足感。     疫情之下投资虽有变，但咱不烦恼，互联网板块我最看好的股票是他们： $阿里巴巴(BABA)$ $腾讯控股(00700)$ $拼多多(PDD)$ 。                  2020年，我的投资flag是：       一年10%          
2020-02-07 15:27:59,1,7,2,29,今天环保、酒店餐饮、IT设备领涨，医药、仓储物流等领跌，其实酒店等明显受疫情影响而在前期大跌，而医药、仓储物流等前期领涨今天领跌。涨多了还是要跌，跌多了还是要涨：
2020-02-07 11:20:11,6,17,1,17,$贵州茅台(SH600519)$&nbsp;茅台今天竟然还红了
2020-02-06 15:38:00,34,140,19,115,创业板已经创了3年历史新高，但银行的涨幅垫底。近60倍PE的创业板大涨，6倍PE的银行今年还大跌，关键是6倍PE的银行，ROE比60倍PE的创业板还高，除非银行赚的是假钱，或者说大家担心银行赚的是假钱。
2020-02-06 13:13:12,1,4,2,19,$创业板指(SZ399006)$&nbsp;创业板快要创3年新高了
2020-02-05 18:32:54,1,13,1,30,美股盘前又是大涨啊
2020-02-05 16:32:12,5,11,3,33,今天盘中北上资金流出，一直到尾盘再变成流入，不过力度比前两天差多了，大跌的周一流入200亿，这个抄底炒的爽。感觉这几天是外资内资轮番表演，先是外资炒白马，后是内资炒科技。
2020-02-05 05:42:24,1,18,0,41,$纳斯达克综合指数(.IXIC)$ 纳指又创历史新高了
2020-02-04 15:19:35,12,35,14,100,今天反攻还是创业板最强，涨了4.84%，最弱的是中证1000，只涨了0.23%，不过今天所有A股的涨幅中位数竟然是下跌了1.72%，今年所有A股中位数涨幅竟然下跌了12.95%，也就是说，在3689只A股里，今年有1845只股票的跌幅是超过12.95%的，其实还是资金捉襟见肘，在外资炒白马，内资炒科技下，一大批小票躲在角落里偷偷的哭泣。
2020-02-04 04:57:55,14,49,3,51,第一次，股票跌的大部分基金的净值都算不出来了。
2020-02-03 17:54:08,5,28,5,66,今天北上资金大幅度净买入的还是这些白马股，我重仓的$贵州茅台(SH600519)$ 净买入12.83亿，$中国平安(SH601318)$ 23.25亿，招商银行 2.08亿，$格力电器(SZ000651)$ 9.02亿，光这四大金刚就净买入了47.18亿。
2020-02-03 15:20:43,22,34,16,63,不算科创板，A股3526只下跌，3176只跌停；155只上涨，倒有81只涨停，也就是说下跌里面绝大部分都是跌停，而上涨里面一半多是涨停，涨停的都是这样收益股，大部分是医药，这样泾渭分明的还是很少见的，明天指数不一定跌的多，但大部分个股还是会惯性下跌的。199.32亿的北上资金天量净买入，都是血淋淋的筹码被外资又买走了。
2020-02-03 13:04:01,9,20,11,40,截止到中午收盘，A股不算科创板一共3696只股票中3031只跌停，跌停比例82%，中位数跌幅9.99%，宽基中跌幅最小的创业板指数跌6.56%，跌幅最大的中证1000跌8.70%，科创板跌幅中位数14.27%：
2020-02-03 10:03:08,1,3,1,42,贴个《阳光总在风雨后》给大家打打气：人生路上甜苦和喜忧愿与你分担所有难免曾经跌到和等候要勇敢的抬头谁愿藏躲在避风的港口宁有波涛汹涌的自由愿是你心中灯塔的守候在迷雾中让你看透阳光总在风雨后乌云上有晴空珍惜所有的感动每一份希望在你手中阳光总在风雨后请相信有彩虹风风雨雨都接受我一直会在你的左右人生路上甜苦和喜忧愿与你分担所有难免曾经跌到和等候要勇敢的抬头谁愿藏躲在避风的港口宁有波涛汹涌的自由愿是你心中灯塔的守候在迷雾中让你看透阳光总在风雨后乌云上有晴空珍惜所有的感动每一份希望在你手中阳光总在风雨后请相信有彩虹风风雨雨都接受我一直会在你的左右阳光总在风雨后乌云上有晴空珍惜所有的感动每一份希望在你手中阳光总在风雨后请相信有彩虹风风雨雨都接受我一直会在你的左右风风雨雨都接受我一直会在你的左右 
